income,expenses,loanamount,term_years,loan_approved
37000,25500,40000,10,0
105000,40000,188000,30,1
60000,31000,186000,20,0
28000,9000,20000,5,0
62000,39500,136000,10,0
120000,41500,231000,15,0
101000,56500,385000,15,0
65000,21000,157000,30,0
65000,23500,234000,30,0
65000,33000,53000,30,0
137000,43500,336000,30,1
86000,32500,251000,15,0
88000,31000,91000,15,1
106000,33500,368000,30,0
82000,56500,293000,20,0
67000,32000,192000,30,0
69000,44500,160000,20,0
73000,32500,214000,15,0
74000,23500,111000,10,0
97000,56000,86000,30,0
77000,24500,187000,30,1
97000,50500,212000,30,0
73000,26000,145000,5,0
77000,44000,89000,15,0
20000,13000,23000,20,0
102000,69500,403000,15,0
85000,43500,318000,30,0
105000,54000,145000,20,0
20000,6500,14000,15,1
138000,84000,226000,15,0
71000,48500,246000,20,0
108000,51500,138000,10,0
44000,27000,174000,30,0
93000,57500,113000,5,0
43000,26500,105000,5,0
56000,34000,222000,10,0
132000,51000,126000,10,0
69000,41500,82000,20,0
82000,29500,210000,20,0
101000,59000,330000,10,0
90000,27000,266000,20,1
80000,53500,205000,10,0
86000,54500,173000,20,0
147000,84500,478000,5,0
73000,24500,72000,20,1
81000,51000,110000,5,0
107000,69500,349000,15,0
108000,62000,160000,30,0
111000,76500,109000,30,0
94000,31500,324000,20,0
41000,24000,131000,5,0
124000,63000,339000,20,0
41000,14500,115000,15,1
84000,47500,237000,5,0
52000,32000,159000,15,0
73000,26500,117000,10,0
85000,52500,300000,30,0
85000,28500,120000,20,1
88000,47000,171000,20,0
123000,76000,281000,20,0
89000,32000,296000,30,1
68000,36000,137000,20,0
104000,49000,237000,15,0
111000,60500,387000,20,0
38000,18000,152000,20,0
93000,37000,305000,20,0
96000,38500,149000,15,0
66000,42500,58000,30,0
116000,42000,340000,5,0
70000,24500,203000,10,0
79000,27000,175000,20,0
70000,23000,213000,30,1
75000,23000,54000,5,1
42000,15500,167000,15,0
32000,12000,70000,30,0
123000,50000,306000,30,1
50000,17500,118000,15,0
45000,15000,108000,5,0
20000,10500,65000,15,0
56000,33000,42000,5,0
35000,19500,130000,5,0
124000,65000,211000,20,0
105000,50000,282000,15,0
54000,30000,38000,10,0
143000,94500,316000,20,0
104000,57500,349000,5,0
65000,21000,104000,15,1
20000,10500,35000,15,0
144000,73500,397000,30,0
33000,16000,25000,10,0
26000,13500,48000,5,0
106000,60500,343000,10,0
148000,46500,421000,30,0
117000,57500,282000,5,0
92000,57500,235000,20,0
93000,47500,129000,15,0
101000,33000,385000,20,0
98000,60000,391000,10,0
83000,56000,89000,5,0
78000,50000,60000,10,0
73000,32500,81000,20,0
52000,26500,83000,10,0
67000,36000,200000,10,0
24000,14000,57000,20,0
72000,41000,50000,5,0
45000,17000,102000,10,0
42000,27000,109000,20,0
80000,51000,77000,15,0
117000,54000,94000,10,0
103000,36500,203000,20,0
28000,15000,90000,20,0
45000,20000,49000,5,0
103000,61500,98000,30,0
46000,19500,158000,20,0
68000,27500,95000,5,0
92000,59500,84000,5,0
46000,25000,169000,30,0
78000,26000,144000,20,0
35000,20000,69000,15,0
57000,34500,222000,30,0
85000,33500,252000,15,0
27000,18500,100000,30,0
88000,39500,138000,30,0
74000,50000,194000,5,0
92000,38500,196000,30,1
82000,44500,328000,20,0
116000,59000,255000,30,0
79000,55000,230000,20,0
62000,28500,75000,10,0
79000,29500,78000,5,0
91000,57500,77000,15,0
76000,24000,190000,30,1
76000,49500,270000,5,0
54000,18500,192000,10,0
55000,29000,41000,15,0
33000,19500,108000,5,0
127000,55000,455000,10,0
38000,24000,126000,30,0
54000,29000,32000,5,0
53000,24500,157000,10,0
102000,44000,184000,20,0
66000,23000,201000,30,0
112000,62500,236000,30,0
55000,24500,156000,15,0
83000,35500,121000,10,0
50000,34000,51000,20,0
139000,57000,518000,15,0
39000,25500,118000,15,0
84000,58000,319000,10,0
94000,59000,313000,20,0
87000,27000,113000,20,1
69000,44500,204000,30,0
71000,27500,175000,30,0
76000,33500,112000,30,0
71000,49500,251000,10,0
104000,48000,336000,5,0
141000,79000,134000,20,0
58000,24500,145000,15,0
34000,15000,108000,5,0
72000,39000,77000,15,0
152000,103500,604000,30,0
51000,21000,133000,30,0
124000,49500,436000,30,0
125000,39000,301000,15,1
58000,22000,92000,30,1
92000,37500,315000,20,0
124000,40500,256000,15,0
64000,33500,163000,30,0
69000,24000,174000,15,0
58000,29500,41000,15,0
45000,17000,76000,5,0
56000,38000,93000,15,0
38000,16000,25000,5,0
76000,25500,66000,5,0
52000,33000,130000,15,0
82000,38000,133000,10,0
28000,17500,63000,15,0
85000,36000,186000,15,0
100000,50000,279000,5,0
20000,9500,69000,20,0
86000,45000,111000,20,0
112000,51500,198000,5,0
39000,19500,96000,5,0
125000,71500,387000,30,0
88000,41000,162000,15,0
54000,31000,77000,30,0
73000,43000,209000,30,0
92000,55000,260000,5,0
77000,37500,242000,5,0
91000,27500,204000,10,0
47000,28500,36000,15,0
80000,53000,205000,10,0
33000,18500,53000,10,0
72000,36500,287000,15,0
48000,25000,122000,30,0
53000,29500,109000,30,0
112000,78500,355000,10,0
108000,35000,424000,15,0
93000,28500,207000,15,1
42000,29000,70000,10,0
66000,31500,144000,15,0
111000,60500,325000,15,0
79000,47500,226000,10,0
145000,86500,451000,10,0
87000,48500,232000,5,0
81000,39500,311000,20,0
66000,35000,117000,5,0
79000,47000,40000,30,0
70000,45000,72000,20,0
96000,33500,63000,5,1
104000,43000,107000,15,1
51000,23500,64000,20,0
35000,20000,51000,20,0
20000,9000,12000,20,1
90000,35500,134000,5,0
42000,13000,43000,10,1
20000,12500,16000,15,0
87000,40500,220000,20,0
150000,65000,176000,5,0
75000,38500,59000,5,0
100000,35000,113000,30,1
77000,35500,272000,5,0
72000,43500,169000,5,0
103000,61000,244000,10,0
66000,40000,96000,30,0
83000,40500,191000,15,0
85000,38000,261000,15,0
55000,35000,142000,20,0
105000,39000,250000,20,0
70000,41500,124000,30,0
52000,34000,141000,20,0
91000,37500,318000,5,0
48000,18000,56000,20,1
76000,38500,257000,15,0
75000,29000,165000,20,0
108000,70000,424000,5,0
89000,35500,126000,10,0
74000,31500,62000,5,0
100000,65500,106000,5,0
117000,44500,66000,20,1
92000,60000,164000,15,0
75000,29000,122000,5,0
36000,24000,98000,20,0
43000,18500,46000,20,0
66000,26500,209000,10,0
57000,28000,93000,15,0
69000,31000,246000,10,0
77000,29500,88000,5,0
91000,39500,299000,20,0
73000,42500,84000,30,0
90000,57000,51000,30,0
77000,48500,54000,20,0
20000,12000,67000,15,0
47000,14000,111000,30,1
71000,33500,115000,15,0
39000,14500,107000,30,0
93000,30500,169000,15,1
121000,72000,408000,15,0
112000,69000,349000,15,0
69000,43000,147000,15,0
120000,78500,65000,15,0
79000,42500,183000,20,0
65000,45500,120000,5,0
57000,28000,147000,10,0
66000,43000,70000,15,0
63000,21500,178000,20,0
80000,29000,98000,20,1
80000,43000,314000,15,0
75000,26000,252000,15,0
88000,29000,100000,20,1
111000,42000,267000,10,0
103000,63500,215000,15,0
30000,20000,100000,30,0
20000,8500,62000,30,1
103000,71000,158000,20,0
34000,21000,60000,5,0
68000,26500,48000,30,1
40000,21500,99000,5,0
21000,14500,66000,5,0
91000,58000,179000,10,0
98000,43500,373000,20,0
58000,24500,57000,30,0
20000,12500,72000,5,0
59000,30500,34000,30,0
87000,32000,322000,5,0
31000,13500,49000,30,0
81000,45500,72000,10,0
75000,27000,297000,10,0
92000,53500,286000,5,0
79000,46000,186000,30,0
46000,19000,86000,15,0
111000,51000,155000,15,0
70000,47000,181000,20,0
74000,44500,153000,15,0
47000,29000,107000,10,0
62000,31500,131000,15,0
48000,18500,132000,20,0
70000,37500,261000,30,0
126000,76500,483000,5,0
34000,10500,116000,30,1
27000,9500,39000,5,0
119000,58500,163000,10,0
69000,33000,174000,10,0
55000,38000,215000,5,0
106000,35500,258000,20,1
57000,24500,51000,20,0
130000,81500,459000,5,0
95000,52000,296000,15,0
60000,31500,80000,20,0
140000,83500,379000,20,0
57000,18000,73000,5,0
97000,66000,193000,5,0
84000,31500,112000,5,0
114000,38000,295000,15,0
122000,53000,190000,20,0
76000,44000,83000,10,0
52000,20500,37000,5,0
89000,28500,241000,5,0
55000,18000,142000,30,1
135000,54500,159000,20,0
79000,28000,40000,15,1
64000,28500,62000,10,0
81000,30000,127000,30,1
35000,15500,82000,30,0
46000,22000,166000,5,0
111000,66500,137000,5,0
55000,21500,69000,20,1
44000,21500,152000,10,0
91000,57000,207000,20,0
111000,77000,324000,30,0
97000,50500,166000,5,0
105000,49500,361000,15,0
52000,28500,108000,30,0
32000,16000,117000,30,0
120000,44000,228000,10,0
65000,31500,216000,10,0
67000,46500,47000,15,0
115000,64000,332000,20,0
92000,38000,92000,15,1
89000,60500,324000,20,0
140000,64000,543000,5,0
56000,25500,91000,5,0
103000,56500,254000,15,0
77000,40500,146000,15,0
83000,34500,220000,20,0
121000,59000,211000,30,1
90000,39000,303000,5,0
91000,54000,55000,30,0
107000,37500,331000,30,0
64000,38500,35000,10,0
50000,18000,194000,5,0
44000,18500,28000,15,1
20000,8500,66000,10,0
137000,95500,404000,5,0
42000,22500,148000,5,0
68000,41500,65000,15,0
67000,35000,117000,15,0
84000,58000,67000,30,0
99000,36500,149000,20,1
101000,54500,266000,5,0
58000,36000,226000,10,0
70000,38500,97000,5,0
83000,54500,140000,10,0
68000,36500,131000,10,0
123000,77500,75000,15,0
90000,33500,262000,15,0
97000,39500,91000,15,0
95000,45500,340000,30,0
110000,70500,215000,5,0
80000,37500,285000,20,0
36000,20000,111000,10,0
87000,40000,281000,5,0
55000,34000,100000,15,0
59000,22500,197000,30,0
93000,50000,229000,30,0
112000,59500,122000,5,0
76000,35000,275000,15,0
84000,49000,162000,15,0
126000,39000,459000,5,0
82000,52000,206000,30,0
153000,67000,104000,30,0
92000,57000,299000,20,0
22000,9500,13000,5,0
98000,37000,83000,10,1
86000,39000,144000,10,0
114000,70500,309000,5,0
95000,55000,190000,30,0
71000,32500,134000,10,0
38000,25500,76000,20,0
69000,32000,65000,30,0
49000,21500,144000,10,0
58000,21000,70000,20,1
93000,30500,188000,10,0
125000,55000,487000,30,0
87000,29500,326000,20,0
39000,19000,124000,10,0
88000,56500,317000,15,0
111000,54500,322000,15,0
57000,28000,192000,30,0
71000,28500,97000,30,1
75000,27500,157000,20,1
51000,20000,77000,5,0
94000,49500,59000,10,0
71000,38000,95000,5,0
88000,34000,123000,15,0
48000,22000,139000,10,0
62000,32500,105000,15,0
97000,58500,122000,10,0
64000,27500,35000,20,0
127000,52000,241000,5,0
63000,37500,201000,30,0
82000,41500,221000,20,0
103000,66000,375000,10,0
32000,12500,80000,15,0
22000,13500,15000,5,0
29000,10500,59000,5,0
113000,60500,222000,15,0
58000,24000,201000,20,0
152000,51500,425000,20,0
58000,31500,83000,30,0
81000,40500,239000,5,0
121000,60000,413000,30,0
135000,72500,94000,10,0
137000,61500,414000,15,0
111000,63000,364000,30,0
106000,37500,187000,30,1
93000,54500,356000,30,0
98000,52000,334000,10,0
58000,28500,82000,10,0
50000,17500,94000,10,0
75000,31000,276000,30,0
70000,29500,239000,20,0
61000,24000,203000,15,0
96000,65500,374000,15,0
104000,69500,79000,10,0
78000,40500,56000,5,0
119000,45500,241000,5,0
41000,27000,151000,30,0
69000,41500,163000,30,0
53000,16500,200000,15,0
20000,10000,21000,15,0
73000,39500,225000,15,0
71000,23000,116000,5,0
120000,38500,344000,30,0
94000,45500,188000,15,0
44000,13000,69000,5,0
131000,42000,458000,15,0
112000,41000,209000,15,0
92000,61000,120000,15,0
68000,41000,70000,15,0
46000,22000,52000,20,0
64000,31500,149000,15,0
108000,62000,74000,15,0
132000,64500,101000,15,0
121000,39500,252000,20,1
60000,35500,177000,20,0
41000,13000,119000,20,1
79000,39000,288000,10,0
22000,14000,50000,5,0
85000,29500,107000,30,1
71000,41500,234000,30,0
61000,19500,62000,20,1
27000,19000,77000,15,0
90000,51500,265000,20,0
59000,40500,69000,15,0
40000,22500,28000,20,0
20000,8000,23000,15,0
74000,49500,243000,20,0
128000,70500,438000,30,0
125000,66500,177000,5,0
61000,29000,141000,15,0
57000,23500,40000,5,0
89000,45500,105000,20,0
45000,20000,112000,10,0
84000,54000,110000,5,0
98000,30500,66000,30,1
112000,57500,405000,30,0
72000,45500,95000,15,0
69000,21500,222000,10,0
49000,20000,97000,30,1
50000,16000,149000,15,0
68000,36500,119000,15,0
86000,36500,224000,5,0
102000,70000,285000,10,0
51000,28000,48000,10,0
120000,63000,431000,15,0
67000,44500,116000,15,0
74000,29000,241000,20,0
53000,28000,129000,10,0
20000,10500,23000,15,0
102000,34000,178000,15,0
97000,65500,77000,15,0
67000,39000,97000,10,0
77000,50500,94000,20,0
90000,62500,131000,20,0
28000,14000,93000,20,0
59000,36500,46000,15,0
99000,52500,268000,5,0
37000,25500,64000,30,0
84000,33500,184000,30,0
34000,10500,42000,5,0
89000,33500,342000,10,0
74000,26000,209000,10,0
27000,13000,33000,30,0
110000,36500,244000,5,0
53000,20500,55000,20,1
51000,17500,188000,10,0
81000,40000,174000,20,0
109000,44500,83000,15,0
45000,22000,46000,30,0
77000,26000,173000,20,1
88000,44500,105000,20,0
96000,34000,287000,15,0
80000,27000,159000,20,1
64000,27000,158000,20,0
50000,32500,133000,10,0
78000,48000,298000,5,0
43000,29500,162000,20,0
20000,9500,36000,5,0
88000,37500,320000,20,0
102000,70000,406000,20,0
20000,9000,72000,10,0
45000,13500,31000,30,1
94000,59000,155000,15,0
137000,50500,121000,20,1
76000,44500,220000,20,0
53000,16000,91000,10,0
70000,24000,81000,30,1
116000,57000,142000,15,0
56000,18500,102000,10,0
51000,33500,132000,15,0
61000,36500,176000,10,0
46000,20000,26000,10,0
79000,42500,311000,20,0
124000,72500,80000,20,0
85000,51000,334000,5,0
67000,30500,97000,5,0
66000,43500,239000,30,0
28000,19000,100000,5,0
101000,38000,222000,15,0
73000,48500,228000,5,0
70000,41000,198000,30,0
171000,112000,577000,5,0
84000,39500,205000,20,0
52000,29500,87000,10,0
62000,24500,122000,5,0
109000,65500,108000,20,0
78000,41500,117000,10,0
32000,16000,124000,5,0
103000,59500,206000,30,0
55000,28500,165000,15,0
131000,79500,208000,15,0
107000,69000,323000,20,0
62000,38500,134000,10,0
113000,48000,368000,5,0
77000,53000,146000,5,0
101000,56500,391000,20,0
90000,38500,103000,5,0
50000,16000,113000,15,1
56000,39000,60000,20,0
106000,57000,151000,5,0
65000,25500,151000,10,0
63000,31500,70000,5,0
46000,21000,40000,30,0
88000,60000,305000,20,0
137000,68000,244000,5,0
43000,21000,129000,20,0
76000,47000,166000,20,0
117000,53500,364000,10,0
73000,27500,103000,10,0
89000,54000,75000,15,0
43000,28500,100000,15,0
88000,28000,240000,20,0
69000,44500,264000,30,0
105000,50000,337000,10,0
111000,46000,395000,30,0
153000,48500,467000,30,0
92000,35000,366000,20,0
85000,37000,263000,15,0
81000,26500,226000,10,0
64000,24000,103000,10,0
85000,50500,116000,20,0
66000,38000,97000,30,0
80000,48500,48000,30,0
115000,42000,152000,10,0
45000,14500,67000,10,0
109000,53000,87000,10,0
115000,50500,62000,5,0
71000,43500,160000,10,0
20000,10500,23000,30,0
57000,38500,75000,20,0
114000,37000,448000,10,0
74000,33000,75000,10,0
45000,21000,30000,10,0
60000,21000,203000,30,1
100000,53500,145000,5,0
91000,29000,206000,30,0
68000,40000,232000,10,0
64000,20000,146000,5,0
63000,41000,228000,15,0
47000,15500,133000,30,1
123000,59500,327000,30,0
65000,23500,205000,20,0
112000,39500,142000,5,0
121000,71000,133000,10,0
105000,64000,361000,5,0
62000,37000,226000,10,0
87000,40000,92000,10,0
74000,51500,175000,10,0
48000,21000,52000,20,0
85000,34000,52000,30,0
40000,28000,90000,15,0
111000,76500,289000,20,0
61000,32500,131000,10,0
81000,31000,262000,30,0
83000,33000,109000,15,0
67000,34000,249000,15,0
93000,57000,230000,20,0
61000,20000,144000,10,0
101000,58000,210000,5,0
35000,12000,44000,15,1
79000,50500,118000,10,0
133000,68000,324000,10,0
45000,31500,139000,15,0
55000,33000,55000,20,0
90000,45000,210000,20,0
80000,28500,48000,5,1
86000,44500,98000,15,0
90000,31000,298000,20,0
94000,62000,138000,20,0
108000,42500,161000,30,1
87000,56000,205000,10,0
68000,28500,122000,30,1
95000,37000,327000,30,0
132000,55500,276000,30,0
71000,41500,248000,10,0
46000,23500,24000,15,0
108000,37000,360000,10,0
71000,25000,43000,20,1
20000,9000,71000,30,0
100000,43500,383000,10,0
59000,38000,213000,5,0
72000,38000,261000,10,0
85000,32000,207000,10,0
81000,25000,309000,10,0
96000,32500,88000,5,0
62000,36000,55000,30,0
90000,57500,132000,5,0
67000,41000,162000,30,0
97000,59500,106000,10,0
93000,37500,332000,15,0
47000,32500,66000,15,0
108000,36000,400000,20,0
59000,37000,89000,15,0
99000,33500,98000,5,0
86000,35000,267000,30,0
130000,65000,88000,10,0
68000,22000,219000,15,0
65000,29500,245000,5,0
74000,32500,97000,20,0
66000,37000,221000,20,0
99000,58000,368000,10,0
27000,9000,44000,15,1
43000,13500,139000,30,0
43000,26000,36000,15,0
104000,53000,367000,10,0
126000,64500,268000,10,0
72000,50000,98000,20,0
70000,33500,164000,20,0
77000,29000,108000,5,0
110000,63000,362000,15,0
47000,29500,76000,20,0
82000,41000,62000,10,0
104000,60000,65000,5,0
90000,45500,127000,15,0
81000,37500,191000,30,0
105000,33000,286000,30,1
20000,7500,45000,15,0
95000,46500,280000,5,0
55000,25000,159000,15,0
20000,12500,50000,5,0
90000,31000,260000,5,0
116000,37000,408000,15,0
71000,24000,46000,5,1
104000,59500,355000,10,0
123000,66000,215000,15,0
114000,63000,179000,5,0
124000,45000,437000,5,0
97000,49000,255000,30,0
77000,46500,54000,10,0
27000,15500,32000,5,0
68000,32500,257000,15,0
50000,17000,97000,10,0
140000,91000,204000,10,0
70000,35500,83000,20,0
79000,52000,193000,10,0
92000,43500,358000,15,0
76000,30000,74000,20,0
126000,53500,169000,30,1
56000,26000,125000,20,0
81000,44000,102000,30,0
53000,32000,212000,20,0
35000,14000,68000,10,0
57000,21500,116000,5,0
74000,28000,94000,30,1
62000,42000,204000,30,0
54000,19500,115000,5,0
33000,14500,91000,10,0
73000,36000,81000,15,0
30000,15500,29000,10,0
98000,63000,241000,20,0
77000,26500,86000,10,0
31000,10500,71000,10,0
66000,28000,264000,10,0
52000,24000,106000,5,0
85000,38000,50000,5,0
115000,52500,313000,15,0
20000,13000,28000,5,0
78000,49500,296000,30,0
70000,43500,92000,20,0
95000,57000,358000,10,0
81000,25500,46000,30,1
52000,18500,204000,5,0
65000,38500,95000,5,0
51000,27500,165000,10,0
107000,61000,228000,30,0
76000,44500,137000,5,0
132000,87500,509000,20,0
73000,40500,277000,10,0
54000,22000,141000,15,0
30000,10000,114000,20,0
21000,10000,68000,20,0
27000,16000,48000,15,0
83000,34500,302000,30,0
90000,31500,158000,5,0
28000,19500,107000,15,0
102000,47500,235000,5,0
61000,23500,188000,5,0
79000,29000,216000,15,1
123000,79500,377000,10,0
102000,64000,115000,30,0
67000,36500,242000,20,0
48000,25000,162000,20,0
20000,13500,54000,15,0
53000,20500,66000,5,0
69000,32000,173000,30,0
45000,14000,91000,5,0
71000,33000,40000,5,0
77000,35000,287000,20,0
68000,46000,217000,5,0
55000,24500,200000,15,0
80000,50500,209000,5,0
88000,53500,146000,15,0
42000,15000,86000,15,0
117000,80000,398000,5,0
72000,40000,86000,20,0
76000,41000,78000,20,0
96000,29000,82000,20,1
82000,47500,70000,20,0
104000,33500,229000,30,1
84000,31500,258000,5,0
57000,19500,206000,5,0
86000,39000,214000,20,0
41000,25500,92000,30,0
78000,45500,145000,20,0
74000,25500,115000,30,1
69000,42500,43000,30,0
71000,34500,217000,5,0
20000,6500,15000,10,1
59000,23000,186000,5,0
78000,48000,234000,5,0
80000,47500,316000,15,0
44000,16500,25000,30,1
113000,35500,153000,10,1
49000,20500,39000,30,0
104000,64500,392000,5,0
88000,59500,202000,10,0
56000,29500,215000,20,0
128000,43000,134000,20,1
39000,19500,65000,20,0
103000,72000,282000,10,0
105000,71000,154000,30,0
55000,38500,205000,30,0
117000,68000,238000,10,0
67000,31500,177000,15,0
84000,55000,145000,15,0
83000,54500,102000,30,0
71000,25500,234000,15,0
99000,60500,324000,15,0
99000,66000,332000,5,0
23000,15000,38000,5,0
114000,66500,398000,10,0
25000,13000,40000,15,0
106000,64500,187000,10,0
109000,55000,169000,15,0
42000,18000,84000,5,0
63000,25500,37000,15,1
42000,21500,58000,5,0
69000,33500,96000,20,1
66000,33500,230000,20,0
98000,39500,287000,10,0
114000,61000,162000,30,0
117000,66000,207000,15,0
58000,36000,224000,20,0
69000,37000,179000,5,0
24000,14500,71000,20,0
51000,19000,199000,10,0
104000,36000,292000,30,1
123000,45500,234000,20,0
38000,24500,70000,20,0
57000,30000,51000,10,0
74000,35500,63000,15,0
83000,50000,151000,30,0
51000,18000,100000,15,1
88000,26500,246000,30,1
61000,26000,129000,10,0
75000,30000,228000,15,0
91000,38500,77000,15,0
75000,51500,120000,5,0
62000,32500,227000,20,0
72000,38500,47000,20,0
72000,40500,202000,10,0
64000,29500,156000,15,0
67000,46500,48000,10,0
